Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Close Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
EM-3289,Emergency,08/29/2008,LA,Acadia Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Allen Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Ascension Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Assumption Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Avoyelles Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Beauregard Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Bienville Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Bossier Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Caddo Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Calcasieu Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Caldwell Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Cameron Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Catahoula Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Claiborne Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Concordia Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,De Soto Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,East Baton Rouge Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,East Carroll Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,East Feliciana Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Evangeline Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Franklin Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Grant Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Iberia Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Iberville Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Jackson Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Jefferson Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Jefferson Davis Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Lafayette Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Lafourche Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,La Salle Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Lincoln Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Livingston Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Madison Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Morehouse Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Natchitoches Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Orleans Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Ouachita Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Plaquemines Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Pointe Coupee Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Rapides Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Red River Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Richland Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Sabine Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Bernard Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Charles Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Helena Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. James Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. John the Baptist Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Landry Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Martin Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Mary Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,St. Tammany Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Tangipahoa Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Tensas Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Terrebonne Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Union Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Vermilion Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Vernon Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Washington Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Webster Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,West Baton Rouge Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,West Carroll Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,West Feliciana Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3289,Emergency,08/29/2008,LA,Winn Parish,Hurricane,Hurricane Gustav,08/27/2008,09/11/2008,,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Angelina County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Aransas County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Austin County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Bee County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Bexar County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Bowie County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Brazoria County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Brazos County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Brooks County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Calhoun County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Cameron County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Chambers County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Collin County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Colorado County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Dallas County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Denton County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,DeWitt County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,El Paso County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Fort Bend County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Galveston County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Goliad County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Hardin County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Harris County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Hidalgo County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Jackson County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Jasper County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Jefferson County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Jim Hogg County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Jim Wells County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Kenedy County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Kleberg County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Lavaca County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Liberty County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Lubbock County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Matagorda County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Montgomery County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Nacogdoches County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Navarro County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Newton County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Nueces County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Orange County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Polk County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Potter County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Refugio County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Sabine County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,San Jacinto County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,San Patricio County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Shelby County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Smith County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Starr County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Tarrant County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Tom Green County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Travis County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Trinity County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Tyler County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Victoria County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Walker County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Waller County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Webb County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Wharton County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3290,Emergency,08/29/2008,TX,Willacy County,Hurricane,Hurricane Gustav,08/27/2008,09/07/2008,10/15/2015,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Autauga County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Baldwin County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Barbour County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Bibb County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Blount County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Bullock County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Butler County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Calhoun County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Chambers County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Cherokee County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Chilton County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Choctaw County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Clarke County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Clay County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Cleburne County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Coffee County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Colbert County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Conecuh County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Coosa County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Covington County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Crenshaw County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Cullman County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Dale County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Dallas County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,DeKalb County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Elmore County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Escambia County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Etowah County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Fayette County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Franklin County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Geneva County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Greene County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Hale County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Henry County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Houston County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Jackson County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Jefferson County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Lamar County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Lauderdale County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Lawrence County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Lee County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Limestone County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Lowndes County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Macon County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Madison County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Marengo County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Marion County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Marshall County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Mobile County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Monroe County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Montgomery County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Morgan County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Perry County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Pickens County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Pike County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Randolph County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Russell County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,St. Clair County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Shelby County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Sumter County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Talladega County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Tallapoosa County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Tuscaloosa County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Walker County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Washington County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
